document_srl,module_srl,title,YMD
982321,185,"M.net.http.upload 관련 문의입니다.",2015-12
982273,185,"아이콘 타이틀 변경",2015-12
982242,185,"push 수신 메세지 오류",2015-12
982239,185,"브라우저 에뮬레이터 확인 요청",2015-12
982229,185,"Push 발송 길이 제한",2015-12
982183,185,"라이센스 발급(개발계 및 운영계)",2015-12
982171,185,"앱아이디추가로 라이센스 전체 재발급요청",2015-12
982159,185,"운영라이센스 발급요청",2015-12
982144,185,"리얼서버 라이센스 첨부",2015-12
982129,185,"리소스 업데이트가 안됩니다.",2015-12
982103,185,"IPad 7.03에서 날짜선택 취소시 에러발생",2015-11
982048,185,"arm64 추가 후 빌드시 에러",2015-11
982019,185,"클라이언트/개발서버 라이센스 첨부",2015-11
981995,185,"이미지 푸시 관련 문의 드립니다",2015-11
981973,185,"오류 문의",2015-11
981963,185,"apns p12 인증서 만드는 방법",2015-11
981937,185,"커스텀 네이티브에서 M.data.storage에 접근할 수 있는 방법문의",2015-11
981916,185,"플러그인 설치 오류",2015-11
981912,185,"APPID 추가에 따른 개발&운영 서버 라이센스 추가 발급",2015-11
981880,185,"클라이언트 라이센수 추가 발급",2015-11
981828,185,"WNCheckAppInstalled() 확인요청 (iOS9에서 문제점발견)",2015-11
981716,185,"이미지 로테이션 관련 문의",2015-11
981712,185,"카메라, 앨범 호출 에러",2015-11
981703,185,"T_PUSH_COMPLETE 푸시 테이블 문의",2015-11
981623,185,"ssl 인증서 관련 오류입니다",2015-11
981589,185,"security.ignore.targets.ip 세팅관련 요청사항을 문의드립니다.",2015-11
981563,185,"M.media.camera 오류입니다.",2015-11
981552,185,"모피어스 실행 문제에 대해 문의드립니다.",2015-11
981530,185,"리소스 업데이트 건",2015-11
981517,185,"인증 로직 문의",2015-11
981510,185,"IP변경에 따른 운영라이센스 재발급",2015-11
981389,185,"이미지 호출 관련",2015-11
981380,185,"맥어드레스 관련하여 추가 문의 및 소스입니다.",2015-11
981359,185,"서버라이센스 클라이언트 라이센스관련 문의입니다.",2015-11
981343,185,"네이티브 확장개발 메소드 호출 시 에러가 발생합니다. 확인 부탁드립니다.",2015-11
981329,185,"ios 9 mPOCs 앱 리소스업데이트시 로그추출을 하고 싶습니다.",2015-11
981261,185,"맥어드레스 가져오는 방법",2015-11
981220,185,"M.page.native 파라미터 문의",2015-11
981203,185,"Custom Webview 에러",2015-11
981194,185,"화면 확대 축소 문의",2015-11
981128,185,"[KAI PUSH] SMS 연동 정보 제공 요청 드립니다.",2015-11
981123,185,"루팅체크 관련",2015-11
981120,185,"Pushadmin, UPMC WAS OutOfMemory 이슈 처리 문의",2015-11
981101,185,"삼성키보드 영문 3*4로 input[type=password]에서 입력시 value 이상",2015-11
981016,185,"푸시 메세지 테이블 문의",2015-11
981001,185,"x86 태블릿 실행 불가 합니다.",2015-11
980981,185,"푸시 기능 문의",2015-11
980933,185,"iOS에서 화면 캡쳐 문의 드립니다.",2015-11
980930,185,"파일 업로드 샘플 소스 요청",2015-11
980916,185,"이니텍 암복호화관련 문의입니다.",2015-11
980836,185,"IOS9버전에서 WNCheckAppInstalled 가 정상동작 하지 않는현상",2015-11
980827,185,"ios 9 아이폰6 테스트",2015-11
980811,185,"ios 9 리소스 업데이트 문의",2015-11
980794,185,"운영 서버 라이센스 발급부탁드립니다.",2015-11
980761,185,"[긴급] [문의]단말 오류",2015-11
980727,185,"운영서버 라이센스 재발급",2015-11
980711,185,"차주 상용화테스트 전 운영서버 설치, 점검 및 성능 테스트 지원을 요청드립니다.",2015-11
980693,185,"화면이 이상하게 꺠어지는  현상[스크린샷 첨부]",2015-11
980646,185,"이니텍 암호화방식관련",2015-11
980591,185,"IOS에서 데이트피커영역 일부가 화면밖으로 잘리는 현상",2015-11
980570,185,"proguard 적용",2015-11
980541,185,"화면 캡쳐 기능",2015-11
980535,185,"안드로이드 6.0 업데이트 관련 문의",2015-11
980494,185,"앱 설치 시 libMorpheus.so 파일 오류 관련 문의드립니다.",2015-11
980483,185,"블루투스 바코드 리더기 연동 이슈 수정 요청드립니다.",2015-11
980479,185,"위치서비스 관련",2015-11
980457,185,"웹뷰에서 텍스트를 선택하여 복사할수 방법이 있는지 문의드립니다.",2015-11
980440,185,"외부라이브러리 적용관련 요청입니다.",2015-11
980420,185,"Pus 단말 개발가이드, 라이브러리, 개발 및 운영 라이센서 등을 요청",2015-11
980407,185,"푸시 대량 발생",2015-11
980384,185,"로그인 페이지 이동 오류",2015-11
980352,185,"안드로이드 패키지 배포 파일 생성 중 오류",2015-11
980339,185,"PUSH 아이콘 미표시",2015-11
980336,185,"한미그룹 조직/사용자/직책 선택 스크린샷 공유",2015-11
980332,185,"운영서버 라이센스 발급",2015-11
980272,185,"웹뷰를 사용하려 합니다. 가이드를 부탁드립니다.",2015-11
980250,185,"운영서버 라이센스 발급요청",2015-11
980246,185,"[문의]단말 오류",2015-11
980211,185,"푸시 수신 실패",2015-11
980186,185,"[문의]모바일서버 로그정렬",2015-11
980116,185,"app to app 연동을 위한 소스 가이드요청.",2015-11
980161,185,"사용자 Device - User 매핑 정책 문의",2015-11
980138,185,"보안키패드 적용 관련하여 문의 드립니다.",2015-11
980104,185,"[iOS] Network Manager 추가파일 요청",2015-11
980086,185,"푸시 클라이언트 라이브러리 요청",2015-11
980052,185,"M.apps.browser API 질문",2015-11
979990,185,"라이센스 적용관련 문의드립니다.",2015-11
979972,185,"서버/클라이언트 라이센스 재발급 요청",2015-11
979970,185,"아이폰 6 9.2버전 오비mPOCs 설치안되는 문제점",2015-11
979897,185,"운영 라이센스 발급부탁드립니다.",2015-11
979867,185,"라이세스 변경요청 드립니다.",2015-11
979843,185,"PUSH 메시지 송신을 위한 API 호출 방법 문의",2015-11
979797,185,"M.page.html 페이지 이동",2015-11
979758,185,"관리자페이지 리소스 배포 문의",2015-11
979689,185,"API 지원 요청",2015-11
979668,185,"개발서버 에러로그",2015-11
979651,185,"동부화재 모바일 CSI -  3rd party 연동 요청",2015-11
979649,185,"weblogic 사용시 HttpsURLConnection 오류",2015-11
979644,185,"스플레시 이미지 및 페이지이동 UX",2015-11
979634,185,"동부화재 CSI 3rd party 지원 요청 드립니다.",2015-11
979614,185,"callsettersonnulls 설정관련",2015-11
979604,185,"IOS 버전 업으로 인한 설치 강제 배포시 엎어쳐서 설치가 되지 않는 문제",2015-11
979550,185,"M.onBack 관련 문의",2015-11
979485,185,"운영 라이센스 발급진행 부탁드립니다.",2015-11
979472,185,"푸시 발송대상 선택 - CSV파일 발송",2015-11
979469,185,"확장 API 구현 가이드 문의",2015-11
979454,185,"한미 Push 솔루션 개발환경 연결을 위한 정보변경 문의",2015-11
979432,185,"인증서목록 조회시 일련번호를 넘겨주어 해당 일련번호에 해당되는 목록만 가져오고 싶습니다.",2015-11
979417,185,"다음맵 화면을 보고 있는 중 푸시가 왔을 경우 앱 크래시 현상.",2015-11
979413,185,"apk배포 문의",2015-11
979340,185,"모바일창구 안드로이드 기기에서의 스크롤 이슈 및 대응 방법 문의",2015-11
979277,185,"history 관련 문의",2015-11
979274,185,"네이티브 컴포넌트 언어 변경 문의",2015-11
979244,185,"Location 라이브러리 사용법 문의",2015-11
979195,185,"네트워크통신 문의",2015-11
979163,185,"모피어스 브라우저 에뮬이 안켜집니다.",2015-11
979159,185,"PUSH Provider Windows 용 EXE 생성 요청의 건",2015-11
979147,185,"[문화재청] 클라이언트 개발 라이센스 요청합니다.",2015-11
979122,185,"모피어스 M.POP.ALERT 이미지 변경 방법문의",2015-11
979111,185,"화면 스택 삭제 시 에러 및 M.data.global 삭제되는 현상 발생",2015-11
979106,185,"안드로이드 모피어스 라이브러리 에러 확인부탁드립니다.",2015-11
979064,185,"Pus Center 운영서버 설치를 요청드립니다.",2015-10
979062,185,"SKB 원격플레이 50만 이상 세션 유지 및 부하 테스트를 위한 자료를 요청드립니다.",2015-10
979060,185,"SKB 원격플레이 Push플렛품 운영서버 설치일정 공유",2015-10
979057,185,"서버 개발 라이센스 발급요청드립니다.",2015-10
979054,185,"M.net.http.upload 문제",2015-10
978924,185,"클라이언트 및 개발서버 라이센스 첨부",2015-10
978908,185,"인증서 전자서명 out 관련 문의드립니다.",2015-10
978871,185,"운영서버 IP 변경에따른 운영서버 라이센스 재발급",2015-10
978860,185,"클라이언트 라이센스 추가 및 개발서버 라이센스 재발급",2015-10
978856,185,"클라이언트 라이브러리 3.7버전 이슈(Doze모드 테스트 시 Hanging)",2015-10
978850,185,"html 파일 include 하는 방법 문의",2015-10
978842,185,"IPad 에서 FileUpload 에러",2015-10
978822,185,"푸쉬발송 문제",2015-10
978819,185,"os버전 가져오는법 문의드립니다.",2015-10
978812,185,"다음맵 데이터 처리 속도 개선 문의 드립니다.",2015-10
978783,185,"엔터프라이즈 배포하는 웹 사이트가 피싱사이트로 의심된다고 나옵니다.",2015-10
978717,185,"SKB 원격플레이 보안접속 모듈 설치 여부 및 테이블 용량산정 요청드립니다.",2015-10
978715,185,"푸쉬 발송 오류 메시지 문의",2015-10
978702,185,"외부 라이브러리 사용에 대한 질문입니다.",2015-10
978699,185,"FFP 푸쉬 연동",2015-10
978682,185,"요청하신 소스 첨부합니다.",2015-10
978640,185,"M.data.storage 사용에 대한 질문입니다.",2015-10
978562,185,"로딩바관련 문의입니다.",2015-10
978556,185,그룹전송시,2015-10
978542,185,"Android 4.4.2 LTE 태블릿에서 M.net.http.send 오류 현상",2015-10
978524,185,"[SKB Push 고도화] 진저브레드에서 푸시서비스 등록시 오류 문의",2015-10
978507,185,"클라이언트, 개발서버 라이센스 첨부",2015-10
978478,185,"현대제철 그룹웨어 모바일 설치이슈 (화면축소이슈)",2015-10
978475,185,"다음맵 액티비티에서 화면이동 시 문제점.",2015-10
978437,185,"iOS native에서 javascript 호출 방법  재 문의",2015-10
978405,185,"QR 코드 인식이 안됩니다.",2015-10
978370,185,"개발 서버 라이센스입니다.",2015-10
978359,185,"전화로 문의 드렸던 다음맵 버튼 이슈입니다.",2015-10
978352,185,"mTalk/mPad 최신 프레임워크 적용 오류 문의드립니다.",2015-10
978348,185,"WNMoveToHtmlPage 함수를 사용시 actionType에 따른 이슈",2015-10
978345,185,"ip주소 가져오는 방법 문의",2015-10
978335,185,"iOS MAM 관련하여 기능 추가 지원 요청드립니다.",2015-10
978301,185,"운영 라이센스 발급 부탁드립니다.",2015-10
978207,185,"java에서 푸쉬 요청",2015-10
978204,185,"iOS native에서 javascript 호출 방법 문의",2015-10
978201,185,"개발서버용 PC에 SKB PuM 개발환경 세팅을 요청드립니다.",2015-10
978191,185,"M.sys.exit() 사용시 프로그램",2015-10
978182,185,"푸쉬 프로바이더 백그라운드 서비스 처리 요청",2015-10
978149,185,"[SKB Push 고도화] Receiver 3.7 적용 후 단말 오류 내용 (로그 첨부)",2015-10
978147,185,"현대제철 그룹웨어 설치이슈",2015-10
978144,185,"Back Key 오류",2015-10
978127,185,"다음맵 클래스와 모피어스 로케이션 플러그인 충돌 이슈.",2015-10
978123,185,"안드로이드 리소스 업데이트 프로그래스 상태 함수 오류 문의",2015-10
978096,185,"어플 권한 관련 문의",2015-10
978088,185,스타벅스코리아,2015-10
978082,185,"PUSH 읽음 확인 후 재발송 처리 관련 문의 건",2015-10
978047,185,"KAI 로고 변경 요청 (KAI Store & KAI 관리자)",2015-10
978026,185,"iOS 앱 초기화 과정 배경이미지 사이즈 이슈.",2015-10
977965,185,"신규 인원 서포트게시판 등록 부탁드립니다",2015-10
977941,185,"얼럿팝업 위치 이상 현상.",2015-10
977892,185,"Xcode 7.x 빌드시  libsqlite3.dylib 관련 에러",2015-10
977818,185,"모피어스 서버 푸시 발송 페이지 오류",2015-10
977803,185,"통합어드민 사용자 메뉴얼(Push 3.6) 요청드립니다.",2015-10
977768,185,"csv 파일로 push 발송시 정상적으로 push 발송이 되지 않음",2015-10
977758,185,"프레임워크 업데이트 관련 문의",2015-10
977761,185,"푸쉬 register push api 문의",2015-10
977746,185,"라이센스 추가 발급 요청의 건",2015-10
977672,185,"안드로이드 리소스 notfound 에러 문의",2015-10
977660,185,"STB Push Agent, 기간계시스템과 Push Server 연동 테스트에 따른 기술지원을 요청드립니다.",2015-10
977625,185,"개발/운영 라이센스 재발급요청드립니다.",2015-10
977550,185,"보안 심의 관련하여 log_append 함수 호출 부분 삭제 요청",2015-10
977548,185,"PUSH 발송시 발송 안되는 오류",2015-10
977493,185,"android 최신 device에서 스크롤 느림 문의",2015-10
977491,185,"client 라이센스 요청",2015-10
977489,185,"푸시플러그인 push.manager 시점 문의.",2015-10
977487,185,"브라우저 에뮬레이터 클리어탑 이상동작.",2015-10
977458,185,"[SKB Push 고도화] 앱에서 수신확인 인터페이스 호출 시 이슈",2015-10
977434,185,"[SKB Push 고도화] Doze모드 에서 푸시 수신 불가 이슈",2015-10
977405,185,"카톡링크에서 앱연결시 오류",2015-10
977402,185,"모피어스 프레임웍 사용 앱 권한 확인 요청",2015-10
977380,185,"사용자 등록 승인부탁드립니다.",2015-10
977373,185,"개발/운영 라이센스 재발급요청드립니다.",2015-10
977371,185,"jquery mobile 1.4.5를 사용하고 있는데, pageinit  이벤트를 받지 못합니다.",2015-10
977365,185,"iOS 파일 카피 실패 에러.",2015-10
977292,185,"AES128Util 에서 key가 노출 되지 않도록 수정 요청드립니다.",2015-10
977277,185,"[SKB Push 고도화] GCM 토큰(PSID) 만료에 대한 문의",2015-10
977249,185,"빌드시 arm64관련 에러발생",2015-10
977211,185,"모피어스 api사이트 문서 및 샘플 소스 요청",2015-10
977208,185,"클라이언트 푸쉬 수신 전문에 대한 문의",2015-10
977183,185,tttt,2015-10
977172,185,"iOS 프로젝트에 MAM 추가 하는 작업 지원 요청",2015-10
977170,185,"DB 서버 백업방법 문의 (스토리지 구성)",2015-10
977164,185,"PUSH 메시지 기능관련 확인요청",2015-10
977142,185,"앱 화면 레이어에 브라우저 띄울 수 있는지 여부 확인",2015-10
977128,185,"개발서버 라이센스 첨부",2015-10
977113,185,"알리미App 달력 로딩 속도 너무 오래 걸리는 현상 및 iOS 프포파일 갱신 재배포 지원 요청",2015-10
977092,185,"관리자페이지 오류 수정 요청",2015-10
